V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3_1_TEXT,Q1.3_2_TEXT,Q1.3_3_TEXT,Q1.3_4_TEXT,Q1.3_5_TEXT,Q1.3_6_TEXT,Q1.3_7_TEXT,Q1.4,Q1.5_1,Q1.5_2,Q1.5_3,Q1.5_4,Q1.5_5,Q1.5_6,Q1.5_7,Q1.5_7_TEXT,Q1.6,Q1.6_TEXT,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_4,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7_1,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8,Q4.9,Q4.10,Q5.1,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q6.1,Q6.2,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.6,Q6.7_1,Q6.7_2,Q6.7_3,Q6.7_4,Q7.1,Q7.2,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7_1,Q7.7_2,Q7.7_3,Q7.7_4,Q8.1,Q8.2,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.4,Q8.5_1,Q8.5_2,Q8.5_3,Q8.5_4,Q8.6,Q8.7_1,Q8.7_2,Q8.7_3,Q8.7_4,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q10.1,Q10.2,Q10.3,Q10.4,Q105,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11,Q10.12,Q10.13,Q10.14,Q10.15,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q12.1,Q12.2_1,Q12.2_3,Q12.2_4,Q12.2_5,Q12.3_1,Q12.3_3,Q12.3_4,Q12.3_5,Q12.4_1,Q12.4_2,Q12.4_3,Q12.4_4,Q12.5_1,Q12.5_3,Q12.5_4,Q12.6_1,Q12.6_3,Q12.6_4,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5_1,Q13.5_2,Q13.5_3,Q13.5_4,Q13.5_5,Q13.5_6,Q13.5_7,Q13.5_8,Q13.5_9,Q13.5_10,Q13.5_11,Q13.5_11_TEXT,Q13.6_1,Q13.6_2,Q13.6_3,Q13.6_4,Q13.6_5,Q13.6_6,Q13.6_7,Q13.6_8,Q13.6_8_TEXT,Q13.7,Q13.8_1,Q13.8_2,Q13.8_4,Q13.8_5,Q13.8_6,Q13.8_7,Q13.8_8,Q13.8_8_TEXT,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.13_TEXT,Q13.14,Q13.15,Q13.16,DO-BR-FL_33,DO-BR-FL_41,DO-BR-FL_40,DO-BR-FL_30,DO-BL-Opinioncredibility,DO-BL-EFSAReputationbarometer,survey.name
R_1QK0Cv1qVf5UHPE,Default Response Set,Anonymous,,,,0,3/12/2019 21:02,3/12/2019 21:33,1,1,1,Firefox,65,Windows NT 10.0,1366x768,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,,1,,,,,4,,1,9,6,5,8,8,7,12,16.618,91.14,93.335,10,,,,,,,,,,,,,1,10,1,11,9,1,5,1,3,2,8,4,5,5,1,,,,,,,,,,,,,,,,,1,1,4.457,27.734,30.151,3,1,4.234,45.53,47.778,3,1,5.761,79.849,81.81,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,3,10,8,3,1,7,7,8,,6,6,5,6,7,6,7,7,8,6,6,"food safety in the population, other areas are almost exclusively known to professionals",6.81,100.749,107.412,4,1,12,7,12,7,1,9,3,8,1,1,1,1,7,7,7,5,8,8,1,4,2,3,,1,,,,,,,,,,,,1,1,1,,,,,,2,,1,,,,,,,,1,,2,2,,1,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.7|Q9.3|Q9.2|Q9.6|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q10.8|Q10.10|Q10.11|Q10.7|Q10.14|Q10.12|Q10.5|Q10.13|Q10.15|Q10.9|Q10.6,EFSA_SURVEY_06
R_3Do9IInFS7eGMPa,Default Response Set,Anonymous,,,,0,3/11/2019 16:52,3/11/2019 18:52,0,1,1,Chrome,72.0.3626.121,Windows NT 10.0,1280x720,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,1,,1,1,,,1,Poverty,5,,1,11,9,3,5,1,3,4,18.578,28.928,30.319,4,,,,,,,,,,,,,1,11,1,11,10,1,6,1,7,1,7,1,4,5,1,1,1,0,0,12.41,0,1,0,0,18.107,0,1,0,0,6.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,11,3,2,6,1,3,9,2,,4,8,6,7,3,5,4,5,1,7,2,-,6.042,6.042,8.825,1,1,9,8,9,11,9,2,4,11,2,1,1,4,8,8,8,10,10,11,1,4,1,4,,,,,,,1,,,,,,,,,1,,,,,,2,1,,,,,,,,2,,2,,2,,1,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.5|Q9.2|Q9.3|Q9.7|Q9.4|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q10.12|Q10.11|Q10.15|Q10.7|Q10.10|Q10.6|Q10.8|Q10.14|Q10.9|Q10.5|Q10.13,EFSA_SURVEY_06
R_239vkI513a7Egc0,Default Response Set,Anonymous,,,,0,3/12/2019 10:05,3/12/2019 10:34,0,1,1,Edge,18.17763,Windows NT 10.0,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",1,,,,1,,,,,2,,1,9,9,9,8,8,8,5,143.106,164.121,167.133,5,,,,,,,,,,,,,1,9,1,11,11,1,9,3,6,1,9,1,8,6,1,,,,,,,,,,,,,,,,,1,1,0,0,20.504,0,1,0,0,10.109,0,1,0,0,8.397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,8,5,5,6,1,7,7,6,,,8,7,8,8,,6,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.5|Q9.4|Q9.6|Q9.3|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.6|Q10.7|Q10.8|Q10.9|Q10.14|Q10.13|Q10.12|Q10.11|Q10.10|Q10.5|Q10.15,EFSA_SURVEY_06
R_a97JUfwxtCiLTZn,Default Response Set,Anonymous,,,,0,3/19/2019 11:39,3/19/2019 11:48,1,1,1,Firefox,65,Windows NT 6.1,1280x1024,32.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,1,1,,,,,4,,,,,,,,,,,,,,1,11,11,11,10,11,10,10,11.783,20.261,21.019,5,1,3,1,3,3,1,9,3,6,7,10,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,11.625,0,1,0,0,10.537,0,1,0,0,5.984,0,1,10,7,7,10,10,2,1,10,10,10,,10,10,10,8,10,8,10,10,8,10,10,"competent, neutral evaluation",0,0,19.302,0,1,8,11,8,11,9,11,8,11,1,3,1,3,7,7,7,7,7,7,1,3,2,3,,1,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,,1,,2,2,,1,,1,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.6|Q9.7|Q9.3|Q9.2|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q10.8|Q10.7|Q10.11|Q10.9|Q10.14|Q10.12|Q10.6|Q10.10|Q10.13|Q10.5|Q10.15,EFSA_SURVEY_06
R_3nl10L6wjZFUwtZ,Default Response Set,Anonymous,,,,0,3/12/2019 12:42,3/12/2019 13:02,0,1,1,Firefox,65,Windows NT 10.0,1920x1080,32.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,1,,,,,,6,,1,8,7,6,9,9,8,9,13.344,27.499,28.609,5,,,,,,,,,,,,,1,8,1,8,7,1,8,6,7,7,6,7,8,9,1,1,1,0,0,22.643,0,1,0,0,11.594,0,1,0,0,53.447,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,8,8,7,1,7,6,8,,9,8,9,8,9,9,8,8,8,8,9,"credible risk assessment body; some opinions could be regarded as politically oriented, while this should be left to risk managers",2.979,92.478,104.649,6,1,7,8,9,11,7,8,10,10,2,3,4,4,7,8,8,7,8,8,1,4,1,3,,,,,,,,,,,1,veterinary medicine,1,,,,,1,,,,2,,,,1,,,,,2,,2,,3,redeived an invitation from Leiden University,,Common people mainly ignore the role of EU Agencies ; that should be rectified,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.3|Q9.5|Q9.7|Q9.6|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.14|Q10.15|Q10.12|Q10.7|Q10.9|Q10.6|Q10.11|Q10.5|Q10.8|Q10.13|Q10.10,EFSA_SURVEY_06
R_2aQc0DyWlMGOHns,Default Response Set,Anonymous,,,,0,3/12/2019 15:17,3/12/2019 15:19,0,1,1,Firefox,65,Windows NT 6.1,1280x1024,32.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,,1,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_SURVEY_06
R_1lmj0eif5Aci7Eb,Default Response Set,Anonymous,,,,0,3/13/2019 16:40,3/19/2019 11:46,0,1,1,Chrome,72.0.3626.121,Windows NT 10.0,1280x720,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,,,1,,,,,,4,,1,9,2,10,12,10,12,12,13.738,25.042,26,4,,,,,,,,,,,,,1,3,1,6,1,1,5,3,9,2,6,4,13,13,1,1,1,0,0,11.81,0,1,0,0,12.405,0,1,0,0,41.972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,9,5,7,8,1,5,7,8,,11,9,8,6,10,9,10,10,9,10,9,a solid and credible body,4.76,47.434,51.282,2,1,4,1,3,9,10,12,9,11,1,1,1,2,8,8,8,4,8,9,1,4,1,1,,,,,,,,,,,1,AGRONOMY,,,,1,,,,,,2,1,,,,,,,,2,,2,,2,,2,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.6|Q9.4|Q9.7|Q9.5|Q9.2|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q10.10|Q10.11|Q10.6|Q10.5|Q10.14|Q10.7|Q10.13|Q10.15|Q10.9|Q10.8|Q10.12,EFSA_SURVEY_06
R_24eh71mCVI1FrPz,Default Response Set,Anonymous,,,,0,3/26/2019 13:09,3/26/2019 13:21,1,1,1,MSIE,11,Windows NT 6.1,1680x1050,30.0.0,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; Tablet PC 2.0; rv:11.0) like Gecko,1,,,1,,,,,,4,,,,,,,,,,,,,,1,9,8,8,12,9,12,12,8.051,19.205,20.459,4,1,7,1,5,7,1,7,7,5,6,8,6,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,2.296,0,1,0,0,5.424,0,1,0,0,5.723,0,1,7,6,5,7,7,6,1,7,6,8,,9,7,8,7,9,9,9,9,6,6,10,competence,6.624,20.91,23.004,2,1,12,12,12,8,9,12,8,10,3,6,6,6,7,12,12,5,12,12,1,5,1,3,,,,,,,,,,,1,Agriculture,,,,1,,,,,,2,,1,,,,,,,,1,,2,2,,2,,1,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.3|Q9.7|Q9.6|Q9.2|Q9.4|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q10.9|Q10.10|Q10.12|Q10.11|Q10.5|Q10.7|Q10.15|Q10.8|Q10.14|Q10.13|Q10.6,EFSA_SURVEY_06
R_29v4hNyxZFo6N8U,Default Response Set,Anonymous,,,,0,3/16/2019 21:19,3/19/2019 17:48,0,1,1,Firefox,65,Windows NT 6.1,1366x768,32.0.0,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,1,,,1,,,,,,5,,1,6,6,6,9,9,12,9,34.077,49.907,52.706,5,,,,,,,,,,,,,1,8,1,8,4,1,8,4,3,8,10,4,13,13,1,1,1,14.963,14.963,16.09,1,1,0,0,20.451,0,1,0,0,11.948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6,6,9,9,9,1,10,10,10,,10,9,9,9,10,9,10,9,10,9,9,Pesticide industry,10.878,10.878,43.226,1,1,5,4,9,10,9,9,10,11,7,7,7,7,9,9,9,9,9,9,1,4,1,1,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,1,,2,,2,,2,,2,No,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.5|Q9.6|Q9.4|Q9.3|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.7|Q10.6|Q10.11|Q10.9|Q10.12|Q10.10|Q10.8|Q10.14|Q10.15|Q10.5|Q10.13,EFSA_SURVEY_06
R_p3g2CkABipBUXND,Default Response Set,Anonymous,,,,0,3/19/2019 19:40,3/19/2019 19:42,0,1,1,Firefox,65,Windows NT 10.0,1280x720,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,1,1,,1,1,,,,,5,,1,6,6,6,12,12,12,12,6.267,10.588,11.578,5,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_SURVEY_06
R_3MM54rp0FYFPapn,Default Response Set,Anonymous,,,,0,3/27/2019 23:37,3/28/2019 0:05,1,1,1,MSIE,11,Windows NT 10.0,1280x720,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.3; Zoom 3.6.0; rv:11.0) like Gecko,1,,,1,,,,,,3,,,,,,,,,,,,,,1,10,10,10,9,11,9,9,13.648,37.57,38.615,6,1,11,1,7,3,1,10,4,6,4,8,5,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,68.252,68.252,69.372,1,1,16.532,49.81,51.413,4,1,64.119,64.119,65.32,1,1,11,1,1,11,11,1,1,2,1,11,,9,10,10,8,10,10,11,10,11,10,10,dont know,6.884,14.504,32.12,2,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,2,,2,2,,2,,1,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.4|Q9.3|Q9.6|Q9.2|Q9.7|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q10.11|Q10.8|Q10.5|Q10.9|Q10.13|Q10.12|Q10.14|Q10.15|Q10.7|Q10.6|Q10.10,EFSA_SURVEY_06
R_vN64MFLnw9iQbOV,Default Response Set,Anonymous,,,,0,3/26/2019 11:44,3/26/2019 11:56,0,1,1,Chrome,72.0.3626.121,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,,,,,,,1,advertising self-regulation,3,,1,10,9,8,9,11,11,10,7.746,15.68,16.776,5,,,,,,,,,,,,,1,7,1,8,7,1,10,10,10,4,10,6,10,7,1,1,1,0,0,9.237,0,1,4.469,4.469,5.371,1,1,39.563,39.563,40.559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,6,6,6,6,1,7,6,9,,6,8,6,6,8,9,8,9,8,6,6,independent body,4.867,12.133,18.768,2,1,7,9,7,9,7,8,12,9,6,6,1,6,7,7,7,12,12,12,1,4,1,1,,1,,,,,,,,,,,,,1,,,,,,,2,,,1,,,,,,2,,2,,2,,2,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.2|Q9.3|Q9.6|Q9.7|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q10.10|Q10.6|Q10.9|Q10.15|Q10.7|Q10.14|Q10.8|Q10.12|Q10.13|Q10.5|Q10.11,EFSA_SURVEY_06
R_1q3b18T3WzsJNwu,Default Response Set,Anonymous,,,,0,4/2/2019 14:07,4/2/2019 14:26,1,1,1,Safari iPhone,12,iPhone,375x667,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1,1,,,,,,,,5,,1,10,6,6,10,8,8,10,3.133,35.516,37.376,17,,,,,,,,,,,,,1,9,1,6,5,1,9,9,8,1,7,5,13,13,1,,,,,,,,,,,,,,,,,1,1,2.881,2.881,8.012,1,1,1.354,13.927,20.5,3,1,1.228,44.484,45.813,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,1,8,11,3,1,2,7,9,,9,9,9,9,9,9,9,8,9,9,9,"being slightly slow on the uptake of new environmental research, but rather just albeit somewhat hard to decipher.",5.486,80.823,148.264,10,1,8,12,8,8,9,12,10,8,1,1,6,6,4,12,4,12,12,12,1,3,1,3,,1,,,,,,,,,,,,,,,,,,1,Legal cases,2,,,,,,,1,Swedish,,1,,2,2,,2,"This is one of the strangest surveys I’ve seen, especially the lack of ”I don’t know” in most questions...",1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.6|Q9.7|Q9.5|Q9.3|Q9.4|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q10.9|Q10.13|Q10.7|Q10.10|Q10.15|Q10.8|Q10.11|Q10.6|Q10.5|Q10.14|Q10.12,EFSA_SURVEY_06
R_2CdKvnMJ5JgAHZM,Default Response Set,Anonymous,,,,0,4/2/2019 14:39,4/2/2019 15:06,1,1,1,Chrome,73.0.3683.86,Windows NT 6.1,1366x768,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,6,,1,11,10,10,11,10,12,12,10.803,39.587,45.219,8,,,,,,,,,,,,,1,11,1,11,11,1,10,11,11,9,10,1,11,11,1,1,1,43.375,43.375,44.527,1,1,9.963,9.963,11.593,1,1,18.492,95.801,97.607,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,2,9,11,11,1,1,1,10,6,11,11,11,11,11,10,11,11,9,10,11,being independent and thorough ,6.819,6.819,39.079,1,1,4,2,2,5,11,1,4,10,5,6,6,5,1,1,1,1,1,1,1,5,1,4,,,,,,,,,,,1,agriculture,,,,,,1,,1,knowledge transfer,1,,,,,,,,,1,,1,,2,,1,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.2|Q9.6|Q9.5|Q9.7|Q9.4|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.5|Q10.7|Q10.8|Q10.12|Q10.6|Q10.13|Q10.11|Q10.9|Q10.14|Q10.15,EFSA_SURVEY_06
R_3MEXA1hO1tSF7YB,Default Response Set,Anonymous,,,,0,4/2/2019 15:08,4/2/2019 15:28,1,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,3,,,,,,,,,,,,,,1,8,7,8,7,7,12,12,10.75,40.544,41.479,8,1,10,1,11,3,1,9,9,11,7,11,1,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,13.747,0,1,0,0,23.26,0,1,0,0,49.28,0,,,,,,,,,,,,,,,,,1,11,1,1,11,10,11,1,11,1,7,1,6,1,1,4,2,2,2,6,2,1,1,Decisions not based upon sound science,5.914,5.914,20.424,1,1,9,1,1,11,11,1,1,11,1,1,1,1,11,12,12,1,12,12,1,5,1,3,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,2,,2,,2,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.5|Q9.4|Q9.6|Q9.7|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.8|Q10.13|Q10.10|Q10.9|Q10.11|Q10.6|Q10.7|Q10.15|Q10.12|Q10.14|Q10.5,EFSA_SURVEY_06
R_1flNMstHQMmWsrk,Default Response Set,Anonymous,,,,0,4/2/2019 15:24,4/2/2019 15:45,1,1,1,Chrome,73.0.3683.86,Windows NT 6.1,1920x1080,-1,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,1,1,,,,,1,,,,,,,,,,,,,,1,10,10,10,12,7,,,15.388,18.067,20.628,2,1,2,1,3,2,1,10,10,10,9,10,10,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.012,0,1,0,0,18.682,0,1,0,0,39.689,0,,,,,,,,,,,,,,,,,1,10,7,2,10,10,6,1,8,7,9,10,10,10,10,10,10,8,6,10,10,10,10,"scientific expertise.  / BUT i do not agree when you say that EFSA is a REGULATOR !! Regulation is the responsibility of the Commission, MS and the EP.",3.551,221.863,226.353,7,1,8,8,8,11,11,12,9,11,1,1,1,2,8,8,8,8,8,8,1,4,1,3,,1,,,,,1,,,,,,,,,1,,,,,,2,,,1,,,,,,2,,2,,2,,2,"1. You cannot oblige to express myself on agencies I do not have any relation with ( EEA, EMA). This could distort the outcome. / 2 You ask about the influence of the industry and institutions on scientific isses. What about NGO´s and activists? ",1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.7|Q9.4|Q9.3|Q9.6|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.12|Q10.9|Q10.7|Q10.8|Q10.13|Q10.14|Q10.5|Q10.11|Q10.10|Q10.6,EFSA_SURVEY_06
R_1oC4O1QXB35rEpA,Default Response Set,Anonymous,,,,0,4/2/2019 15:40,4/2/2019 15:51,1,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,,,,,1,"culture, education",5,,1,8,9,8,9,9,9,9,16.312,18.695,19.325,4,,,,,,,,,,,,,1,8,1,10,10,1,5,6,7,4,10,5,9,9,1,,,,,,,,,,,,,,,,,1,1,0,0,2.543,0,1,0,0,6.415,0,1,0,0,5.377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,4,6,10,8,3,1,7,6,8,8,9,8,8,7,8,8,8,8,8,7,8,being as trasparent as possibile,2.471,45.998,64.989,4,1,12,12,12,12,12,12,12,12,1,1,1,1,7,7,7,7,7,7,1,3,1,2,,1,,,,,,,,,,,,,,,,1,,,,2,,,,1,,,,,,1,,2,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.2|Q9.7|Q9.5|Q9.3|Q9.6|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.13|Q10.11|Q10.5|Q10.8|Q10.14|Q10.12|Q10.10|Q10.9|Q10.15|Q10.6|Q10.7,EFSA_SURVEY_06
R_28FEhWsqVvwyDwE,Default Response Set,Anonymous,,,,0,4/2/2019 16:38,4/2/2019 16:50,1,1,1,MSIE,11,Windows NT 10.0,1680x1050,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; rv:11.0) like Gecko,1,1,,,,,,,,5,,,,,,,,,,,,,,1,9,9,9,8,8,8,8,3.978,6.193,6.892,4,1,7,1,8,8,1,9,8,6,8,10,7,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,4.139,0,1,0,0,2.52,0,1,0,0,3.44,0,,,,,,,,,,,,,,,,,1,9,6,6,9,9,7,1,6,6,9,9,9,9,6,6,9,6,9,6,9,9,9,Food safety,3.835,6.025,48.296,2,1,3,3,3,3,3,3,3,3,1,1,1,1,4,4,4,4,4,4,1,3,1,4,1,,,,,,,,,,,,1,,,,,,,,,2,,1,,,,,,,1,,2,,1,,,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.3|Q9.5|Q9.6|Q9.2|Q9.7|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.6|Q10.13|Q10.9|Q10.8|Q10.12|Q10.15|Q10.7|Q10.10|Q10.11|Q10.14|Q10.5,EFSA_SURVEY_06
